"","MAP_PAR_ID","NHOOD","SUB_NHOOD"
"4030","58 0 105B","UNO","UNO"
"4031","58 0 105A","UNO","UNO"
"4032","58 0 112","UNO","UNO"
"4033","35 0 10B","UNO","UNO"
"4034","58 0 110","UNO","UNO"
"4035","58 0 108","UNO","UNO"
"4036","58 0 100","UNO","UNO"
"4037","58 0 95","UNO","UNO"
"4038","58 0 96","UNO","UNO"
"4039","58 0 99","UNO","UNO"
"4040","58 0 102","UNO","UNO"
"4041","58 0 106","UNO","UNO"
"4042","58 0 109","UNO","UNO"
"4043","58 0 80","UNO","UNO"
"4044","59 0 91","UNO","UNO"
"4045","35 0 9","UNO","UNO"
"4046","59 0 76A","UNO","UNO"
"4047","59 0 72A","UNO","UNO"
"4048","59 0 72","UNO","UNO"
"4049","59 0 72C","UNO","UNO"
"4050","59 0 71","UNO","UNO"
"4051","59 0 72B","UNO","UNO"
"4052","59 0 69","UNO","UNO"
"4053","59 0 67","UNO","UNO"
"4054","59 0 68","UNO","UNO"
"4055","59 0 63","UNO","UNO"
"4056","59 0 62","UNO","UNO"
"4057","59 0 61","UNO","UNO"
"4058","59 0 64","UNO","UNO"
"4059","59 0 65","UNO","UNO"
"4060","59 0 66","UNO","UNO"
"4061","59 0 85","UNO","UNO"
"4062","59 0 87","UNO","UNO"
"4063","59 0 86","UNO","UNO"
"4064","59 0 84","UNO","UNO"
"4065","59 0 83","UNO","UNO"
"4066","59 0 82","UNO","UNO"
"4067","59 0 81","UNO","UNO"
"4068","59 0 80","UNO","UNO"
"4069","59 0 56","UNO","UNO"
"4070","59 0 57","UNO","UNO"
"4071","59 0 58","UNO","UNO"
"4072","59 0 60","UNO","UNO"
"4073","59 0 59","UNO","UNO"
"4074","59 0 20","UNO","UNO"
"4075","59 0 48","UNO","UNO"
"4076","59 0 46A","UNO","UNO"
"4077","59 0 45","UNO","UNO"
"4078","59 0 44","UNO","UNO"
"4079","59 0 43","UNO","UNO"
"4080","59 0 42","UNO","UNO"
"4081","59 0 7","UNO","UNO"
"4082","59 0 19","UNO","UNO"
"4083","59 0 36A","UNO","UNO"
"4084","59 0 35","UNO","UNO"
"4085","59 0 34","UNO","UNO"
"4086","59 0 33","UNO","UNO"
"4087","34 0 60","UNO","UNO"
"4088","59 0 54","UNO","UNO"
"4089","59 0 54A","UNO","UNO"
"4090","59 0 53A","UNO","UNO"
"4091","59 0 52","UNO","UNO"
"4092","59 0 51","UNO","UNO"
"4093","59 0 50","UNO","UNO"
"4094","59 0 40","UNO","UNO"
"4095","59 0 39","UNO","UNO"
"4096","59 0 38","UNO","UNO"
"4097","59 0 37","UNO","UNO"
"4098","59 0 36B","UNO","UNO"
"4099","34 0 13","UNO","UNO"
"4100","34 0 59A","UNO","UNO"
"4101","34 0 58","UNO","UNO"
"4102","59 0 32","UNO","UNO"
"4103","59 0 31","UNO","UNO"
"4104","59 0 30","UNO","UNO"
"4105","59 0 29","UNO","UNO"
"4106","59 0 28","UNO","UNO"
"4107","59 0 27","UNO","UNO"
"4108","59 0 25","UNO","UNO"
"4109","59 0 24","UNO","UNO"
"4110","34 0 72","UNO","UNO"
"4111","34 0 59","UNO","UNO"
"4112","34 0 71","UNO","UNO"
"4113","60 0 45","Freeman","Freeman"
"4114","60 0 44","Freeman","Freeman"
"4115","60 0 43","Freeman","Freeman"
"4116","60 0 42","Freeman","Freeman"
"4117","60 0 23D","Freeman","Freeman"
"4118","60 0 23C","Freeman","Freeman"
"4119","61 0 4","Freeman","Freeman"
"4120","61 0 5","Freeman","Freeman"
"4121","61 0 6","Freeman","Freeman"
"4122","61 0 9","Freeman","Freeman"
"4123","60 0 61","Freeman","Freeman"
"4124","60 0 60","Freeman","Freeman"
"4125","60 0 35A","Freeman","Freeman"
"4126","60 0 40","Freeman","Freeman"
"4127","60 0 39","Freeman","Freeman"
"4128","60 0 36","Freeman","Freeman"
"4129","60 0 30","Freeman","Freeman"
"4130","60 0 34","Freeman","Freeman"
"4131","60 0 33","Freeman","Freeman"
"4132","33 0 35-C","Freeman","Freeman"
"4133","33 0 15","Freeman","Freeman"
"4134","33 0 14","Freeman","Freeman"
"4135","60 0 62","Freeman","Freeman"
"4136","61 0 11","Freeman","Freeman"
"4137","61 0 12","Freeman","Freeman"
"4138","61 0 15","Freeman","Freeman"
"4139","32 0 19","Freeman","Freeman"
"4140","32 0 18","Freeman","Freeman"
"4141","61 0 24","Freeman","Freeman"
"4142","61 0 24B","Freeman","Freeman"
"4143","61 0 24A","Freeman","Freeman"
"4144","61 0 24C","Freeman","Freeman"
"4145","61 0 22","Freeman","Freeman"
"4146","61 0 23","Freeman","Freeman"
"4147","61 0 7B","Freeman","Freeman"
"4148","61 0 7A","Freeman","Freeman"
"4149","61 0 7","Freeman","Freeman"
"4150","61 0 38","Freeman","Freeman"
"4151","61 0 37","Freeman","Freeman"
"4152","61 0 35","Freeman","Freeman"
"4153","61 0 36","Freeman","Freeman"
"4154","61 0 36B","Freeman","Freeman"
"4155","61 0 30","Freeman","Freeman"
"4156","61 0 31","Freeman","Freeman"
"4157","32 0 2A","Freeman","Freeman"
"4158","32 0 2L","Freeman","Freeman"
"4159","32 0 2K","Freeman","Freeman"
"4160","61 0 19","Freeman","Freeman"
"4161","61 0 18","Freeman","Freeman"
"4162","61 0 17","Freeman","Freeman"
"4163","32 0 2B","Freeman","Freeman"
"4164","32 0 2C","Freeman","Freeman"
"4165","32 0 21","Freeman","Freeman"
"4166","32 0 4","Freeman","Freeman"
"4167","32 0 4A","Freeman","Freeman"
"4168","61 0 33B","Freeman","Freeman"
"4169","32 0 4C","Freeman","Freeman"
"4170","32 0 4B","Freeman","Freeman"
"4171","61 0 50","Freeman","Freeman"
"4172","61 0 46","Freeman","Freeman"
"4173","89 0 28","Blackinton","Blackinton"
"4174","89 0 29","Blackinton","Blackinton"
"4175","89 0 30","Blackinton","Blackinton"
"4176","89 0 26A","Blackinton","Blackinton"
"4177","57 0 8","UNO","UNO"
"4178","57 0 15","UNO","UNO"
"4179","57 0 14","UNO","UNO"
"4180","57 0 9","UNO","UNO"
"4181","57 0 10","UNO","UNO"
"4182","57 0 11","UNO","UNO"
"4183","57 0 12","UNO","UNO"
"4184","57 0 7","UNO","UNO"
"4185","57 0 5","UNO","UNO"
"4186","57 0 13","UNO","UNO"
"4187","57 0 51","UNO","UNO"
"4188","58 0 49","UNO","UNO"
"4189","58 0 50","UNO","UNO"
"4190","61 0 58","Freeman","Freeman"
"4191","59 0 49","UNO","UNO"
"4192","59 0 41","UNO","UNO"
"4193","61 0 16","Freeman","Freeman"
"4194","32 0 20","Freeman","Freeman"
"4195","60 0 23B","Freeman","Freeman"
"4196","60 0 22E","Freeman","Freeman"
"4197","60 0 11","UNO","UNO"
"4198","60 0 8","UNO","UNO"
"4199","60 0 9","UNO","UNO"
"4200","60 0 10","UNO","UNO"
"4201","60 0 7","UNO","UNO"
"4202","60 0 24","Freeman","Freeman"
"4203","60 0 23A","Freeman","Freeman"
"4204","60 0 7B","UNO","UNO"
"4205","60 0 11A","UNO","UNO"
"4206","60 0 12","UNO","UNO"
"4207","60 0 13","UNO","UNO"
"4208","60 0 14","UNO","UNO"
"4209","60 0 17","UNO","UNO"
"4210","60 0 16","UNO","UNO"
"4211","33 0 2A","UNO","UNO"
"4212","33 0 2","UNO","UNO"
"4213","60 0 22A","Freeman","Freeman"
"4214","60 0 22B","Freeman","Freeman"
"4215","60 0 31","Freeman","Freeman"
"4216","60 0 21","Freeman","Freeman"
"4217","60 0 20","Freeman","Freeman"
"4218","60 0 32","Freeman","Freeman"
"4219","60 0 19","Freeman","Freeman"
"4220","60 0 18","Freeman","Freeman"
"4221","33 0 13","Freeman","Freeman"
"4222","33 0 12","Freeman","Freeman"
"4223","33 0 11","Freeman","Freeman"
"4224","33 0 10A","Freeman","Freeman"
"4225","60 0 41","Freeman","Freeman"
"4226","61 0 8","Freeman","Freeman"
"4227","60 0 57","Freeman","Freeman"
"4228","60 0 56","Freeman","Freeman"
"4229","60 0 55","Freeman","Freeman"
"4230","60 0 54","Freeman","Freeman"
"4231","61 0 53","Freeman","Freeman"
"4232","61 0 39","Freeman","Freeman"
"4233","61 0 62","Freeman","Freeman"
"4234","61 0 61","Freeman","Freeman"
"4235","61 0 60A","Freeman","Freeman"
"4236","61 0 51","Freeman","Freeman"
"4237","61 0 51-A","Freeman","Freeman"
"4238","61 0 52","Freeman","Freeman"
"4239","61 0 52A","Freeman","Freeman"
"4240","61 0 54","Freeman","Freeman"
"4241","62 0 30A","Freeman","Freeman"
"4242","62 0 14","Freeman","Freeman"
"4243","62 0 17","Freeman","Freeman"
"4244","31 0 11","Freeman","Freeman"
"4245","62 0 27","Freeman","Freeman"
"4246","62 0 21-A","Freeman","Freeman"
"4247","31 0 3","Freeman","Freeman"
"4248","31 0 21","Freeman","Freeman"
"4249","62 0 23","Freeman","Freeman"
"4250","62 0 22","Freeman","Freeman"
"4251","62 0 21","Freeman","Freeman"
"4252","62 0 26","Freeman","Freeman"
"4253","62 0 25","Freeman","Freeman"
"4254","62 0 24","Freeman","Freeman"
"4255","62 0 3","Freeman","Freeman"
"4256","31 0 23","Freeman","Freeman"
"4257","61 0 56","Freeman","Freeman"
"4258","61 0 57","Freeman","Freeman"
"4259","62 0 1","Freeman","Freeman"
"4260","62 0 2","Freeman","Freeman"
"4261","62 0 4","Freeman","Freeman"
"4262","62 0 5","Freeman","Freeman"
"4263","32 0 12","Freeman","Freeman"
"4264","32 0 13","Freeman","Freeman"
"4265","62 0 6","Freeman","Freeman"
"4266","62 0 7","Freeman","Freeman"
"4267","62 0 8","Freeman","Freeman"
"4268","62 0 9","Freeman","Freeman"
"4269","31 0 22","Freeman","Freeman"
"4270","62 0 29","Freeman","Freeman"
"4271","62 0 28","Freeman","Freeman"
"4272","62 0 30","Freeman","Freeman"
"4273","31 0 17","Freeman","Freeman"
"4274","31 0 19","Freeman","Freeman"
"4275","62 0 20","Freeman","Freeman"
"4276","62 0 19","Freeman","Freeman"
"4277","62 0 18","Freeman","Freeman"
"4278","31 0 20","Freeman","Freeman"
"4279","31 0 16","Freeman","Freeman"
"4280","31 0 18","Freeman","Freeman"
"4281","62 0 13","Freeman","Freeman"
"4282","31 0 12","Freeman","Freeman"
"4283","31 0 13","Freeman","Freeman"
"4284","31 0 14","Freeman","Freeman"
"4285","31 0 15","Freeman","Freeman"
"4286","77 0 30R","Freeman","Freeman"
"4287","62 0 15","Freeman","Freeman"
"4288","62 0 16","Freeman","Freeman"
"4289","31 0 10","Freeman","Freeman"
"4290","31 0 9","Freeman","Freeman"
"4291","64 0 13A","Beaver","Beaver"
"4292","64 0 12","Beaver","Beaver"
"4293","64 0 11","Beaver","Beaver"
"4294","64 0 10","Beaver","Beaver"
"4295","64 0 8","Beaver","Beaver"
"4296","64 0 13","Beaver","Beaver"
"4297","64 0 9","Beaver","Beaver"
"4298","64 0 25","Beaver","Beaver"
"4299","64 0 17","Beaver","Beaver"
"4300","64 0 18","Beaver","Beaver"
"4301","64 0 21","Beaver","Beaver"
"4302","64 0 19","Beaver","Beaver"
"4303","64 0 20","Beaver","Beaver"
"4304","64 0 24","Beaver","Beaver"
"4305","4 0 39-A","Beaver","Beaver"
"4306","64 0 23","Beaver","Beaver"
"4307","64 0 22","Beaver","Beaver"
"4308","166 0 12C","Mohawk Tl","Mohawk Tl"
"4309","4 0 39-B","Beaver","Beaver"
"4310","4 0 33","Mohawk Tl","Mohawk Tl"
"4311","4 0 38","Mohawk Tl","Mohawk Tl"
"4312","4 0 17","Mohawk Tl","Mohawk Tl"
"4313","4 0 17A","Mohawk Tl","Mohawk Tl"
"4314","4 0 17B","Mohawk Tl","Mohawk Tl"
"4315","4 0 18","Mohawk Tl","Mohawk Tl"
"4316","34 0 6","UNO","UNO"
"4317","34 0 7","UNO","UNO"
"4318","34 0 8","UNO","UNO"
"4319","34 0 9","UNO","UNO"
"4320","34 0 10","UNO","UNO"
"4321","4 0 4C","Mohawk Tl","Mohawk Tl"
"4322","4 0 4B","Mohawk Tl","Mohawk Tl"
"4323","61 0 59","Freeman","Freeman"
"4324","61 0 33&34","Freeman","Freeman"
"4325","4 0 40","Beaver","Beaver"
"4326","6 0 10A","Greylock M","Greylock M"
"4327","6 0 37","Brayton","Brayton"
"4328","6 0 E1","Brayton","Brayton"
"4329","178 0 5","Greylock","Greylock"
"4330","10 0 5B","Greylock M","Greylock M"
"4331","90 0 20","Blackinton","Blackinton"
"4332","95 0 44","Blackinton","Blackinton"
"4333","90 0 14","Blackinton","Blackinton"
"4334","90 0 14","Blackinton","Blackinton"
"4335","10& 0 2",NA,NA
"4336","91 0 21","Blackinton","Blackinton"
"4337","44 0 15",NA,NA
"4338","129 0 35","Brayton","Brayton"
"4339","129 0 37","Brayton","Brayton"
"4340","2 0 7",NA,NA
"4341","2 0 11",NA,NA
"4342","UNKNOWN",NA,NA
"4343","2 0 5",NA,NA
"4344",NA,NA,NA
"4345",NA,NA,NA
"4346","35 0 1","UNO","UNO"
"4347","35 0 2","UNO","UNO"
"4348","2 0 15","UNO","UNO"
"4349","UNKNOWN",NA,NA
"4350","UNKNOWN",NA,NA
"4351","UNKNOWN","UNO","UNO"
"4352","15 0 13",NA,NA
"4353","15 0 13B",NA,NA
"4354","11 0 13","West Shaft","West Shaft"
"4355","11 0 1B","West Shaft","West Shaft"
"4356","173 0 5","State St","State St"
"4357","172 0 19B","State St","State St"
"4358","291 0 2","West Shaft","West Shaft"
"4359","201 0 15A","Church","Kemp"
"4360","215 0 41","Church","Church"
"4361","215 0 40","Church","Church"
"4362","200 0 22A","Church","Kemp"
"4363","201 0 18A","Church","Kemp"
"4364","201 0 25A","Church","Kemp"
"4365","201 0 16A","Church","Kemp"
"4366","106 0 25","UNO","UNO"
"4367","34 0 15","UNO","UNO"
"4368","34 0 2","UNO","UNO"
"4369","34 0 23","UNO","UNO"
"4370","58 0 103A","UNO","UNO"
"4371","35 0 23","UNO","UNO"
"4372","34 0 3","UNO","UNO"
"4373","34 0 22","UNO","UNO"
"4374","34 0 28","UNO","UNO"
"4375","34 0 26","UNO","UNO"
"4376","34 0 30","UNO","UNO"
"4377","34 0 54","UNO","UNO"
"4378","34 0 52","UNO","UNO"
"4379","34 0 51","UNO","UNO"
"4380","34 0 14","UNO","UNO"
"4381","34 0 33","UNO","UNO"
"4382","34 0 31","UNO","UNO"
"4383","34 0 34","UNO","UNO"
"4384","34 0 35","UNO","UNO"
"4385","34 0 36","UNO","UNO"
"4386","34 0 37","UNO","UNO"
"4387","34 0 57","UNO","UNO"
"4388","34 0 56","UNO","UNO"
"4389","34 0 55","UNO","UNO"
"4390","34 0 53-A","UNO","UNO"
"4391","34 0 53","UNO","UNO"
"4392","34 0 43","UNO","UNO"
"4393","34 0 70","UNO","UNO"
"4394","34 0 63","UNO","UNO"
"4395","34 0 50A","UNO","UNO"
"4396","34 0 65","UNO","UNO"
"4397","33 0 21","Freeman","Freeman"
"4398","33 0 21A","Freeman","Freeman"
"4399","33 0 20","Freeman","Freeman"
"4400","32 0 8","Freeman","Freeman"
"4401","32 0 2J","Freeman","Freeman"
"4402","32 0 2H&2I","Freeman","Freeman"
"4403","32 0 2F","Freeman","Freeman"
"4404","32 0 2G","Freeman","Freeman"
"4405","32 0 3A","Freeman","Freeman"
"4406","32 0 3B","Freeman","Freeman"
"4407","32 0 3","Freeman","Freeman"
"4408","10 0 4","Greylock M","Greylock M"
"4409","98 0 8","Blackinton","Blackinton"
"4410","98 0 4C",NA,NA
"4411","144 0 1","Greylock","Greylock"
"4412","1 0 1",NA,NA
"4413","129 0 17","Brayton","Brayton"
"4414","144 0 4","West End","West End"
"4415","99 0 23","Blackinton","Blackinton"
"4416","1 0 2",NA,NA
"4417","2 0 1",NA,NA
"4418","129 0 69A","Brayton","Brayton"
"4419","127 0 89A","Brayton","Brayton"
"4420","127 0 88","Brayton","Brayton"
"4421","82 0 2",NA,NA
"4422","35 0 24","UNO","UNO"
"4423","216 0 20","Church","Church"
"4424","216 0 23","Church","Church"
"4425","216 0 25","Church","Church"
"4426","216 0 18","Church","Church"
"4427","216 0 19","Church","Church"
"4428","215 0 44","Church","Church"
"4429","200 0 72","Church","Kemp"
"4430","215 0 45","Church","Church"
"4431","215 0 49","Church","Church"
"4432","200 0 27","Church","Kemp"
"4433","151 0 3","State St","State St"
"4434","151 0 5","State St","State St"
"4435","151 0 44","State St","State St"
"4436","127 0 96",NA,NA
"4437","127 0 92","Brayton","Brayton"
"4438","127 0 93","Brayton","Brayton"
"4439","127 0 90","Brayton","Brayton"
"4440","127 0 91","Brayton","Brayton"
"4441","127 0 89","Brayton","Brayton"
"4442","127 0 95","Brayton","Brayton"
"4443","127 0 94","Brayton","Brayton"
"4444","127 0 99",NA,NA
"4445","127 0 98",NA,NA
"4446","127 0 97",NA,NA
"4447","127 0 106",NA,NA
"4448","127 0 106",NA,NA
"4449","127 0 106",NA,NA
"4450","127 0 106",NA,NA
"4451","127 0 106",NA,NA
"4452","127 0 106",NA,NA
"4453","127 0 106",NA,NA
"4454","127 0 105",NA,NA
"4455","34 0 38","UNO","UNO"
"4456","34 0 40","UNO","UNO"
"4457","34 0 39","UNO","UNO"
"4458","34 0 50","UNO","UNO"
"4459","34 0 66","UNO","UNO"
"4460","34 0 42","UNO","UNO"
"4461","34 0 69","UNO","UNO"
"4462","34 0 68","UNO","UNO"
"4463","125 0 12","Downtown","Downtown"
"4464","33 0 1","UNO","UNO"
"4465","34 0 67","UNO","UNO"
"4466","34 0 45","UNO","UNO"
"4467","34 0 44","UNO","UNO"
"4468","34 0 41","UNO","UNO"
"4469","34 0 47","UNO","UNO"
"4470","34 0 46","UNO","UNO"
"4471","124 0 102","Church","Church"
"4472","125 0 67","Church","Church"
"4473","124 0 108","Freeman","Freeman"
"4474","124 0 100","Church","Church"
"4475","124 0 101","Church","Church"
"4476","124 0 110","Freeman","Freeman"
"4477","124 0 109","Freeman","Freeman"
"4478","33 0 19","Freeman","Freeman"
"4479","33 0 3","UNO","UNO"
"4480","33 0 4","UNO","UNO"
"4481","33 0 5","UNO","UNO"
"4482","33 0 6","UNO","UNO"
"4483","33 0 7","UNO","UNO"
"4484","33 0 10B","Freeman","Freeman"
"4485","33 0 10C","Freeman","Freeman"
"4486","33 0 9","Freeman","Freeman"
"4487","33 0 8A","Freeman","Freeman"
"4488","33 0 8","Freeman","Freeman"
"4489","33 0 16","Freeman","Freeman"
"4490","123 0 34","Church","Kemp"
"4491","123 0 82","Church","Kemp"
"4492","31 0 8","Freeman","Freeman"
"4493","31 0 4","Freeman","Freeman"
"4494","31 0 5","Freeman","Freeman"
"4495","31 0 1","Freeman","Freeman"
"4496","31 0 2","Freeman","Freeman"
"4497","31 0 6","Freeman","Freeman"
"4498","31 0 7","Freeman","Freeman"
"4499","63 0 2","Freeman","Freeman"
"4500","63 0 1","Freeman","Freeman"
"4501","63 0 2A","Freeman","Freeman"
"4502","156 0 10","Mohawk Tl","Mohawk Tl"
"4503","121 0 7","Mohawk Tl","Mohawk Tl"
"4504","4 0 39-C","Mohawk Tl","Mohawk Tl"
"4505","4 0 2","Mohawk Tl","Mohawk Tl"
"4506","8 0 12B","Mohawk Tl","Mohawk Tl"
"4507","4 0 1F","Mohawk Tl","Mohawk Tl"
"4508","4 0 1-B","Mohawk Tl","Mohawk Tl"
"4509","4 0 1A","Mohawk Tl","Mohawk Tl"
"4510","4 0 1-E","Mohawk Tl","Mohawk Tl"
"4511","4 0 1-D","Mohawk Tl","Mohawk Tl"
"4512","4 0 1-C","Mohawk Tl","Mohawk Tl"
"4513","8 0 12A","Mohawk Tl","Mohawk Tl"
"4514","4 0 12A","Mohawk Tl","Mohawk Tl"
"4515","8 0 12","Mohawk Tl","Mohawk Tl"
"4516","4 0 11-2","Mohawk Tl","Mohawk Tl"
"4517","4 0 12","Mohawk Tl","Mohawk Tl"
"4518","4 0 10","Mohawk Tl","Mohawk Tl"
"4519","4 0 36","Mohawk Tl","Mohawk Tl"
"4520","4 0 3","Mohawk Tl","Mohawk Tl"
"4521","4 0 35","Mohawk Tl","Mohawk Tl"
"4522","4 0 34","Mohawk Tl","Mohawk Tl"
"4523","4 0 32","Mohawk Tl","Mohawk Tl"
"4524","4 0 31","Mohawk Tl","Mohawk Tl"
"4525","4 0 7A","Mohawk Tl","Mohawk Tl"
"4526","4 0 30","Mohawk Tl","Mohawk Tl"
"4527","4 0 6","Mohawk Tl","Mohawk Tl"
"4528","4 0 14","Mohawk Tl","Mohawk Tl"
"4529","4 0 23","Mohawk Tl","Mohawk Tl"
"4530","146 0 128","Brayton","Brayton"
"4531","147 0 7-1","Brayton","Brayton"
"4532","305 0 1","West Shaft","West Shaft"
"4533","31 0 8-1","Freeman","Freeman"
"4534","32 0 9","Freeman","Freeman"
"4535","34 0 29","UNO","UNO"
"4536","34 0 27","UNO","UNO"
"4537","34 0 21","UNO","UNO"
"4538","34 0 20","UNO","UNO"
"4539","34 0 19","UNO","UNO"
"4540","34 0 18","UNO","UNO"
"4541","34 0 17","UNO","UNO"
"4542","34 0 16","UNO","UNO"
"4543","34 0 5","UNO","UNO"
"4544","UNKNOWN",NA,NA
"4545","4 0 39","Beaver","Beaver"
"4546","4 0 4","Mohawk Tl","Mohawk Tl"
"4547","4 0 5","Mohawk Tl","Mohawk Tl"
"4548","4 0 4A","Mohawk Tl","Mohawk Tl"
"4549","1 0 C",NA,NA
"4550","45 0 2",NA,NA
"4551","44 0 4",NA,NA
"4552","58 0 103","UNO","UNO"
"4553","64 0 1","Beaver","Beaver"
"4554","151 0 2","State St","State St"
"4555","100 0 9",NA,NA
"4556","15 0 40D",NA,NA
"4557","80 0 55","UNO","UNO"
"4558","105 0 6","Downtown","Downtown"
"4559",NA,NA,NA
"4560","49 0 8","Blackinton","Blackinton"
"4561","145 0 1","Greylock","Greylock"
"4562",NA,NA,NA
"4563",NA,NA,NA
"4564","124 0 88","Church","Church"
"4565","202 0 25H","Church","Kemp"
"4566","203 0 10-B","Mohawk Tl","Mohawk Tl"
"4567",NA,NA,NA
"4568","249 0 10-B","West Shaft","West Shaft"
"4569",NA,NA,NA
"4570","172 0 22","State St","State St"
"4571","245 0 13","Church","Church"
"4572","262 0 14A","Church","Church"
"4573","15 0 18",NA,NA
"4574","15 0 20",NA,NA
"4575","64 0 2","Beaver","Beaver"
"4576",NA,NA,NA
"4577",NA,NA,NA
"4578",NA,NA,NA
"4579","90 0 59","Blackinton","Blackinton"
"4580","81 0 41","UNO","UNO"
"4581","8 0 9","Mohawk Tl","Mohawk Tl"
"4582","5 0 13","Greylock","Greylock"
"4583","214 0 29B","Church","Church"
"4584","15 0 31","Wheel Est","Wheel Est"
"4585","8 0 14","Mohawk Tl","Mohawk Tl"
"4586",NA,NA,NA
"4587","2 0 6","Brayton","Brayton"
"4588","32 0 10","Freeman","Freeman"
"4589","109 0 25","Beaver","Beaver"
"4590","122 0 53","Beaver","Beaver"
"4591","125 0 15A","Downtown","Downtown"
"4592","125 0 94","Downtown","Downtown"
"4593","129 0 62","Brayton","Brayton"
"4594","130 0 53","Brayton","Brayton"
"4595","146 0 88A","Greylock","Greylock"
"4596","170 0 31-1","Church","Church"
"4597","191 0 68","Greylock","Greylock"
"4598","200 0 78","Church","Church"
"4599","202 0 3-A","Mohawk Tl","Mohawk Tl"
"4600","202 0 4-A-1","Mohawk Tl","Mohawk Tl"
"4601","202 0 4-C","Mohawk Tl","Mohawk Tl"
"4602","217 0 10","State St","State St"
"4603","259 0 9D","West Shaft","West Shaft"
"4604","259 0 9C","West Shaft","West Shaft"
"4605","291 0 B","West Shaft","West Shaft"
"4606","60 0 1","UNO","UNO"
"4607","62 0 44","Freeman","Freeman"
"4608","77 0 32A","Freeman","Freeman"
"4609","8 0 23","Mohawk Tl","Mohawk Tl"
"4610","80 0 130-1","UNO","UNO"
"4611","80 0 130-3","UNO","UNO"
"4612","94 0 12C","West End","West End"
"4613","99 0 33","Blackinton","Blackinton"
"4614","90 0 68","Blackinton","Blackinton"
"4615","108 0 57","Beaver","Beaver"
"4616","153 0 142","Church","Church"
"4617",NA,NA,NA
"4618","78 0 83","Freeman","Freeman"
"4619","78 0 82","Freeman","Freeman"
"4620","4 0 43","Mohawk Tl","Mohawk Tl"
"4621","4 0 42","Mohawk Tl","Mohawk Tl"
"4622","4 0 41","Mohawk Tl","Mohawk Tl"
"4623","5 0 4&5A","West End","West End"
"4624","216& 0 5","Church","Church"
"4625","59 0 17","UNO","UNO"
"4626","59 0 17","UNO","UNO"
"4627","34 0 73","UNO","UNO"
"4628","5 0 16","Greylock","Greylock"
"4629","5 0 18","Greylock","Greylock"
"4630","5 0 19","Greylock","Greylock"
"4631","32 0 11","Freeman","Freeman"
"4632","15 0 6-A",NA,NA
"4633","263 0 18","State St","State St"
"4634","96 0 11","Blackinton","Blackinton"
"4635","248 0 8","West Shaft","West Shaft"
"4636",NA,NA,NA
"4637",NA,NA,NA
"4638","89 0 1A","Blackinton","Blackinton"
"4639","59 0 26","UNO","UNO"
"4640","352 0 135A","West Shaft","West Shaft"
"4641","134 0 86","Blackinton","Blackinton"
"4642","338 0 56-","West Shaft","West Shaft"
"4643","108 0 58","Church","Kemp"
"4644","125 0 27B","Downtown","Downtown"
"4645","129 0 101","Brayton","Brayton"
"4646","129 0 99","Brayton","Brayton"
"4647","129 0 100","Brayton","Brayton"
"4648","132 0 4",NA,NA
"4649","145 0 24","Greylock","Greylock"
"4650","154 0 20","Church","Kemp"
"4651","171 0 48","Church","Church"
"4652","60 0 15","UNO","UNO"
"4653","89 0 31","Blackinton","Blackinton"
"4654","UNKNOWN","UNO","UNO"
"4655","262 0 49","Church","Church"
"4656","262 0 15D","Church","Church"
"4657","15 0 15",NA,NA
"4658","10 0 2A&8A","Greylock M","Greylock M"
"4659","10 0 4D","Greylock M","Greylock M"
"4660","10 0 4C&4E","Greylock M","Greylock M"
"4661","122 0 41&40A","Beaver","Beaver"
"4662","124 0 137&","Church","Kemp"
"4663","143 0 67","West End","West End"
"4664","143 0 68","West End","West End"
"4665","196 0 14&16","State St","State St"
"4666","216 0 2","Church","Church"
"4667","216 0 3","Church","Church"
"4668","35 0 3&4&","UNO","UNO"
"4669","59 0 16&16D","UNO","UNO"
"4670","59 0 53&36","UNO","UNO"
"4671","97 0 9&10","Blackinton","Blackinton"
"4672","127 0 66&67&","Brayton","Brayton"
"4673","81 0 17","UNO","UNO"
"4674","59 0 19A","UNO","UNO"
"4675","59 0 17A","UNO","UNO"
"4676","192 0 6","Greylock","Greylock"
"4677","10 0 10&2","Greylock M","Greylock M"
"4678","126 0 21","Downtown","Downtown"
"4679","127 0 1C","Brayton","Brayton"
"4680","213 0 6B","West Shaft","West Shaft"
"4681","212 0 6A","West Shaft","West Shaft"
"4682","215 0 50D","Church","Church"
"4683","216 0 42","Church","Church"
"4684","217 0 2A","State St","State St"
"4685","219 0 18-A","State St","State St"
"4686","4 0 13","Mohawk Tl","Mohawk Tl"
"4687","5 0 8A",NA,NA
"4688","5 0 8B",NA,NA
"4689","58 0 103B","UNO","UNO"
"4690","6 0 28A","State St","State St"
"4691","61 0 55A","Freeman","Freeman"
"4692","75 0 35","Beaver","Beaver"
"4693","79 0 19","UNO","UNO"
"4694","81 0 23","UNO","UNO"
"4695","81 0 25","UNO","UNO"
"4696","81 0 27","UNO","UNO"
"4697","91 0 10","Blackinton","Blackinton"
"4698","91 0 13","Blackinton","Blackinton"
"4699","94 0 13","Blackinton","Blackinton"
"4700","94 0 2","West End","West End"
"4701","94 0 20","Blackinton","Blackinton"
"4702","94 0 23","Blackinton","Blackinton"
"4703","94 0 24","Blackinton","Blackinton"
"4704","94 0 26","Blackinton","Blackinton"
